id_envio,origen,destino,modo_transporte,fecha_salida,fecha_llegada,temperatura_promedio,gps,costo_flete
b302d8bf-6517-474e-97a3-098d4eb78e20,Hamburgo,Los Angeles,Aéreo,2025-02-23,2025-06-17,10.0,"('19.04222', '-98.11889')",100
91dc5302-7096-4c73-9605-514b1d8f7264,Los Angeles,Shenzhen,Aéreo,2025-03-04,2025-04-07,5.0,"('22.49396', '-105.36369')",250
1c940d46-05f2-440a-89cd-1d967b55f0eb,CDMX,Los Angeles,Marítimo,2025-01-25,2025-02-22,10.0,"('19.04222', '-98.11889')",100
817a234b-b013-4579-9dde-17635644ef20,CDMX,Los Angeles,Aéreo,2025-01-18,2025-06-09,5.0,"('20.22816', '-103.5687')",500
fbefb304-42f6-466b-a6ec-07680b86747c,Monterrey,Los Angeles,Marítimo,2025-02-24,2025-03-09,20.0,"('20.22816', '-103.5687')",250
16160e21-08cf-4cdd-8153-c00ddd4d19b3,Monterrey,Hamburgo,Marítimo,2025-05-15,2025-06-17,20.0,"('19.64745', '-102.04897')",250
8c246310-a1f9-4e16-a539-d8ec8044d5ef,Los Angeles,Hamburgo,Marítimo,2025-01-11,2025-02-13,5.0,"('19.64745', '-102.04897')",100
af70743e-6072-4744-b17d-14c0b5f67b14,Monterrey,Los Angeles,Aéreo,2025-04-05,2025-05-25,20.0,"('19.32932', '-98.1664')",500
1f269a12-ea6a-4716-8f52-27304c639a66,CDMX,Los Angeles,Marítimo,2025-02-09,2025-04-21,5.0,"('19.32932', '-98.1664')",500
20cfe229-1212-40a8-806a-5d5af3e57de1,Shenzhen,Hamburgo,Aéreo,2025-01-06,2025-04-20,5.0,"('20.21322', '-100.88023')",250
eb5202ba-0117-41c0-bc6a-c8cb7dbdf78f,Monterrey,Hamburgo,Terrestre,2025-03-26,2025-06-15,5.0,"('19.04222', '-98.11889')",250
912c6137-2945-441c-af97-92bfeceb82a3,Monterrey,Hamburgo,Marítimo,2025-01-11,2025-04-05,20.0,"('19.64745', '-102.04897')",500
22f37797-63f8-4b45-9411-1de480c3ad16,Hamburgo,Shenzhen,Terrestre,2025-04-06,2025-04-25,10.0,"('19.04222', '-98.11889')",500
cf02976e-209f-4402-915e-fa7954f9e344,Los Angeles,Shenzhen,Terrestre,2025-04-20,2025-04-20,20.0,"('20.74122', '-100.44843')",500
c9c081f3-eb3f-4708-993d-8c848ee30f87,Hamburgo,CDMX,Marítimo,2025-03-16,2025-04-05,5.0,"('20.22816', '-103.5687')",500
2dbbf2d3-f3b4-4a0f-a4f8-1be92f838396,CDMX,Shenzhen,Terrestre,2025-04-01,2025-05-09,10.0,"('16.75973', '-93.11308')",100
54630bb7-45e8-4cf4-9832-e1ad7958d8cc,Shenzhen,CDMX,Terrestre,2024-12-30,2025-05-31,20.0,"('25.87972', '-97.50417')",500
204d2778-685a-4a6c-86c4-61bbbc25b7d3,CDMX,Monterrey,Marítimo,2025-03-07,2025-04-04,5.0,"('22.49396', '-105.36369')",250
257a6d85-d4fe-4e9f-b455-0d9c72aee504,Los Angeles,CDMX,Marítimo,2024-12-24,2025-02-05,10.0,"('21.01858', '-101.2591')",500
e40e59fa-fde3-4312-92dc-ef48956bc495,Hamburgo,Monterrey,Marítimo,2025-01-07,2025-06-17,20.0,"('19.8173', '-97.35992')",100
76a41f5b-c6fa-436b-ac91-9a90634bb2c1,Hamburgo,Shenzhen,Marítimo,2025-02-27,2025-06-09,20.0,"('17.94979', '-94.91386')",500
c4b75f2d-2c45-44f7-a110-14bdd917db1f,Shenzhen,Monterrey,Aéreo,2025-04-29,2025-06-19,20.0,"('20.28527', '-103.42897')",500
d6886161-5eeb-46ee-b75f-4eb5c3199edc,CDMX,Los Angeles,Terrestre,2025-02-18,2025-03-06,5.0,"('25.87972', '-97.50417')",100
eb83367e-e160-452a-8544-08585fff904f,Los Angeles,Shenzhen,Marítimo,2025-03-07,2025-03-27,5.0,"('21.28306', '-89.66123')",500
2079874e-a220-4320-bab5-687b0a191fb6,Shenzhen,Hamburgo,Aéreo,2025-05-23,2025-05-26,20.0,"('20.74122', '-100.44843')",100
4cfb0142-6536-45df-978f-affaf3eb4e0e,Hamburgo,Monterrey,Marítimo,2025-05-10,2025-06-18,20.0,"('17.06542', '-96.72365')",250
5d05a5e9-8dcb-4a9c-9905-f9b0571248ee,Hamburgo,Monterrey,Aéreo,2025-01-29,2025-05-18,20.0,"('19.64745', '-102.04897')",500
fc5eff35-4468-4d52-b812-a5b850f9bb94,CDMX,Monterrey,Marítimo,2025-02-18,2025-04-11,5.0,"('20.74122', '-100.44843')",250
c33325cf-cd8e-45d9-b55a-76e91f95490a,Hamburgo,Los Angeles,Marítimo,2025-04-15,2025-05-09,20.0,"('20.74122', '-100.44843')",250
43311bac-fd0a-4e03-afd4-ce07d0cf189b,Los Angeles,Hamburgo,Aéreo,2025-03-25,2025-05-01,5.0,"('16.75973', '-93.11308')",100
a5c9386c-57ef-444b-9251-5185ea85c402,CDMX,Monterrey,Aéreo,2025-03-04,2025-04-09,5.0,"('19.8173', '-97.35992')",100
8479a573-3a96-4c71-a80f-d3b360550ffb,CDMX,Shenzhen,Marítimo,2024-12-24,2025-02-24,20.0,"('19.04222', '-98.11889')",100
8d6170cb-1afe-48a4-b1a1-07c3d698b529,CDMX,Los Angeles,Marítimo,2025-05-03,2025-05-25,5.0,"('25.87972', '-97.50417')",500
c21c651e-be99-4acd-91bc-7043397750a2,Hamburgo,Shenzhen,Terrestre,2025-02-16,2025-05-10,10.0,"('19.8173', '-97.35992')",500
22560ef3-4476-48ee-a34c-fcf10504694f,Shenzhen,Hamburgo,Marítimo,2025-05-15,2025-06-06,10.0,"('16.75973', '-93.11308')",250
59c56b3c-4823-4615-9288-bc1bb0efb409,Monterrey,Shenzhen,Aéreo,2025-05-12,2025-05-15,5.0,"('20.74122', '-100.44843')",250
6645047d-638f-4a0b-9d29-939aa543fe3e,Monterrey,Los Angeles,Terrestre,2025-05-05,2025-05-16,20.0,"('20.21322', '-100.88023')",100
51bf723a-f603-48a5-a257-09c07bd21266,Shenzhen,Monterrey,Terrestre,2025-05-02,2025-06-11,20.0,"('19.32932', '-98.1664')",100
317090a8-7f57-4baa-8ddc-cad0fa85b8ff,Los Angeles,CDMX,Terrestre,2025-05-15,2025-05-31,20.0,"('21.28306', '-89.66123')",100
fb90d496-a1b1-4eb1-a7d7-e1b4ea7ed2d8,Los Angeles,Shenzhen,Aéreo,2025-01-06,2025-02-13,20.0,"('19.32932', '-98.1664')",100
32622176-a991-44d8-b7f3-c7df5d98b857,Shenzhen,Monterrey,Terrestre,2025-01-13,2025-01-25,10.0,"('20.21322', '-100.88023')",250
cf1d26f7-3281-4b80-8af5-6ec03e569805,Monterrey,Los Angeles,Aéreo,2025-04-29,2025-06-13,10.0,"('20.74122', '-100.44843')",250
91402227-817a-43d4-95bb-3998e53e15b6,Los Angeles,Hamburgo,Aéreo,2025-05-12,2025-06-14,20.0,"('17.06542', '-96.72365')",500
060ef013-58d3-42cb-b700-8115002c7e8a,Hamburgo,CDMX,Aéreo,2025-05-20,2025-05-23,20.0,"('22.49396', '-105.36369')",500
28858340-5321-4e61-abef-506f346b2304,Monterrey,CDMX,Marítimo,2025-01-09,2025-05-02,20.0,"('19.04222', '-98.11889')",250
3976cd62-0a99-4500-bf3a-4c5d0438a4fe,Monterrey,Hamburgo,Terrestre,2025-01-31,2025-05-24,10.0,"('19.8173', '-97.35992')",500
ae4056fe-758f-4f3f-b3cd-6f158defbb5d,Hamburgo,Los Angeles,Marítimo,2024-12-23,2025-05-11,5.0,"('19.32889', '-99.32556')",250
9c3fc258-a892-4da9-a824-00f0c33ab63a,Hamburgo,Shenzhen,Marítimo,2025-03-08,2025-03-10,5.0,"('25.87972', '-97.50417')",250
fbeb3247-423a-4e40-a102-66535cb08ce2,Los Angeles,Shenzhen,Aéreo,2025-01-11,2025-02-01,20.0,"('17.94979', '-94.91386')",500
1db881eb-8c60-40c5-b056-532850ddc599,Shenzhen,Los Angeles,Terrestre,2025-01-18,2025-05-17,10.0,"('19.8173', '-97.35992')",250
565bb90a-77ed-49c0-890a-2b8fed0ad88d,Monterrey,Shenzhen,Marítimo,2025-02-06,2025-06-21,20.0,"('19.32889', '-99.32556')",250
4c5625e1-4d64-4c94-b498-5c4a41d2c5f3,CDMX,Hamburgo,Terrestre,2025-03-19,2025-05-08,20.0,"('19.32932', '-98.1664')",100
4f38d00a-79b8-4b50-b410-e38d6097a7bd,Shenzhen,Hamburgo,Aéreo,2025-03-24,2025-05-24,20.0,"('20.22816', '-103.5687')",100
050124e8-a3b2-4285-b627-2ea253a00f4b,Los Angeles,Hamburgo,Aéreo,2025-02-20,2025-03-11,5.0,"('17.94979', '-94.91386')",100
38eb9e84-9ef2-4415-a209-8717e697a893,CDMX,Monterrey,Marítimo,2025-01-17,2025-05-13,10.0,"('20.22816', '-103.5687')",100
18b3c4d1-feeb-43fa-a373-241fe3068312,Monterrey,Hamburgo,Marítimo,2025-03-11,2025-04-07,10.0,"('19.04222', '-98.11889')",250
74b93a82-fe38-485a-9230-bbefa8c84b27,CDMX,Shenzhen,Aéreo,2025-03-10,2025-04-07,5.0,"('25.87972', '-97.50417')",500
34d47abc-a04a-474a-b8ba-037682a01235,Los Angeles,Shenzhen,Marítimo,2025-01-17,2025-02-22,10.0,"('25.87972', '-97.50417')",500
ba86c007-2820-4f0d-a5c6-63a16ab5f9a0,Monterrey,Hamburgo,Aéreo,2025-04-30,2025-06-17,5.0,"('20.74122', '-100.44843')",250
ef3e88e0-424d-4c77-add8-224c719aa3a4,Hamburgo,Monterrey,Aéreo,2025-05-23,2025-05-27,5.0,"('19.32889', '-99.32556')",250
f31448ea-d3e0-4d0e-a647-7f0ce198fd87,Los Angeles,Monterrey,Aéreo,2025-01-30,2025-05-26,5.0,"('21.28306', '-89.66123')",500
bece1186-ce0d-480e-b38a-c6b0503ae709,Monterrey,Shenzhen,Aéreo,2025-05-15,2025-06-18,20.0,"('22.49396', '-105.36369')",500
c572b18d-d35e-4e52-b561-a7890c1bbe85,Hamburgo,Los Angeles,Marítimo,2025-04-23,2025-05-24,20.0,"('19.8173', '-97.35992')",500
627c7cae-288d-41ff-bc52-3d2bf7ec942c,Hamburgo,Los Angeles,Terrestre,2025-04-07,2025-06-01,20.0,"('19.32889', '-99.32556')",100
23f6056f-08b8-4c1e-8c6b-ff7b5463751b,Hamburgo,Monterrey,Terrestre,2025-03-03,2025-05-05,20.0,"('20.21322', '-100.88023')",100
f36d4062-72fd-4680-a1bb-36b24eebe469,Shenzhen,CDMX,Aéreo,2025-01-31,2025-02-11,5.0,"('19.04222', '-98.11889')",500
301e64f5-b83c-44c5-b2fe-aa157071b5ab,Hamburgo,CDMX,Marítimo,2024-12-24,2025-06-05,5.0,"('19.32932', '-98.1664')",250
6f5abe42-cefa-4af7-ade9-f388b00e5880,CDMX,Shenzhen,Marítimo,2025-04-13,2025-05-06,10.0,"('17.06542', '-96.72365')",500
e39e59dc-3d3a-434b-919f-626956a99dc4,CDMX,Monterrey,Terrestre,2024-12-29,2025-01-20,20.0,"('20.74122', '-100.44843')",250
2c08745e-5d0a-4581-9e51-0c6d32d3e6d6,CDMX,Monterrey,Aéreo,2025-05-10,2025-05-30,10.0,"('20.28527', '-103.42897')",100
2306b526-8d88-4526-9d2b-5b11a8d757c7,CDMX,Shenzhen,Terrestre,2025-01-01,2025-05-10,10.0,"('20.74122', '-100.44843')",250
d6069a0e-c561-43e2-81e7-404186774174,CDMX,Hamburgo,Aéreo,2025-02-01,2025-02-02,5.0,"('19.8173', '-97.35992')",250
a75213e9-d157-4ff2-b5a3-4b894f071b8f,Monterrey,Los Angeles,Terrestre,2025-04-24,2025-05-24,20.0,"('19.04222', '-98.11889')",100
d08970f6-6fd4-465e-9423-ab66207f3ea4,Monterrey,Shenzhen,Aéreo,2025-03-04,2025-05-20,5.0,"('21.28306', '-89.66123')",100
eea757db-9ee4-4815-9f0a-24023fadc625,Hamburgo,CDMX,Terrestre,2025-02-18,2025-05-28,20.0,"('19.04222', '-98.11889')",500
987f7b75-0823-4d53-8284-e370c564c6e8,CDMX,Los Angeles,Marítimo,2025-02-22,2025-03-01,10.0,"('20.21322', '-100.88023')",500
a816d0e5-4da8-467c-8f4d-fc8e6d796ce7,CDMX,Shenzhen,Aéreo,2025-05-19,2025-05-22,5.0,"('19.64745', '-102.04897')",100
1dc6ade4-a902-48b5-a665-8c061a79054c,Los Angeles,CDMX,Terrestre,2025-03-24,2025-06-03,20.0,"('16.75973', '-93.11308')",250
3ca0cf2c-92bc-4f44-a95b-f38bd56736c8,Los Angeles,Shenzhen,Marítimo,2025-03-21,2025-05-05,5.0,"('20.74122', '-100.44843')",100
525d4d68-aa76-4b46-8256-2bb1b518835b,Monterrey,Hamburgo,Terrestre,2025-05-15,2025-06-07,10.0,"('16.75973', '-93.11308')",100
0ec96478-a7a9-490e-baa8-bcd5279348d3,Shenzhen,Los Angeles,Terrestre,2025-04-09,2025-05-21,10.0,"('19.04222', '-98.11889')",100
2f64bd0c-356c-4d3c-bd04-212aeb2186a4,Monterrey,Shenzhen,Terrestre,2025-01-30,2025-03-08,20.0,"('17.06542', '-96.72365')",250
3c0d854f-1706-4123-b1ba-c0a1389e23b4,Monterrey,Shenzhen,Aéreo,2025-05-15,2025-06-21,20.0,"('21.28306', '-89.66123')",250
06536fc1-01be-4370-ac28-48f8c5322493,Shenzhen,Los Angeles,Terrestre,2025-02-22,2025-04-23,20.0,"('19.64745', '-102.04897')",500
6b63a97b-af83-4bb7-9335-4f023f8d6f47,Los Angeles,Hamburgo,Aéreo,2025-03-18,2025-05-04,5.0,"('19.64745', '-102.04897')",250
6ba5a93d-da58-4ce5-ad36-0f952bd3eb37,Monterrey,CDMX,Marítimo,2025-02-18,2025-04-21,10.0,"('21.01858', '-101.2591')",500
fb7c3470-61f1-48b4-8346-9ed16d74bbb1,Los Angeles,Monterrey,Marítimo,2025-05-18,2025-05-19,10.0,"('21.28306', '-89.66123')",250
74ffdf7c-f19c-4c24-9505-60a0f8ac5f05,CDMX,Monterrey,Terrestre,2025-04-05,2025-05-19,20.0,"('16.75973', '-93.11308')",100
54a7308d-6d5e-48a4-8fc4-f5b6b6cffec3,Los Angeles,CDMX,Marítimo,2025-01-20,2025-02-19,20.0,"('22.49396', '-105.36369')",500
6e6028f5-ab72-4062-b22a-787088cf09c7,Shenzhen,Los Angeles,Aéreo,2025-04-18,2025-06-05,5.0,"('20.74122', '-100.44843')",100
f3e4ce7b-5c29-4c84-b273-b7bce3955ae7,Hamburgo,Shenzhen,Terrestre,2025-01-18,2025-06-09,10.0,"('17.06542', '-96.72365')",100
389703a0-8424-4ed0-967d-5d0763748c3d,Shenzhen,Los Angeles,Aéreo,2025-05-22,2025-06-17,20.0,"('17.94979', '-94.91386')",250
3dd322eb-b061-43e5-a14b-87b2728f5c6a,Shenzhen,Monterrey,Terrestre,2025-04-20,2025-04-20,20.0,"('20.21322', '-100.88023')",500
08516c08-f206-49ed-b49d-6e225e569306,Los Angeles,CDMX,Terrestre,2025-02-22,2025-06-02,20.0,"('19.8173', '-97.35992')",500
cec07041-f96e-47a1-ba97-f092753bc68b,Shenzhen,Hamburgo,Aéreo,2025-04-08,2025-04-09,5.0,"('20.21322', '-100.88023')",100
c5ae93aa-8de1-4ab8-bcbb-667f21368834,CDMX,Shenzhen,Aéreo,2025-04-17,2025-05-20,5.0,"('19.32889', '-99.32556')",250
bfd9463f-321a-4c31-a3b3-036c17e858d0,Monterrey,Hamburgo,Marítimo,2025-04-27,2025-06-13,20.0,"('20.21322', '-100.88023')",100
7490b7a9-3e7b-4dbb-a7bc-299940381d35,CDMX,Shenzhen,Marítimo,2025-04-10,2025-06-11,5.0,"('21.28306', '-89.66123')",100
0464b5a2-e1cf-4df4-8cbe-d181628e63c1,Shenzhen,Los Angeles,Marítimo,2025-05-06,2025-06-17,20.0,"('17.94979', '-94.91386')",500
21df247c-cc9d-4472-a508-5362978f48d7,Los Angeles,Monterrey,Marítimo,2025-05-19,2025-06-11,10.0,"('20.21322', '-100.88023')",100
066a2c64-1ef1-486f-9414-1ee51a274e82,Hamburgo,Monterrey,Marítimo,2025-01-11,2025-03-24,10.0,"('19.8173', '-97.35992')",100
f459d1f1-115c-4fad-a4bb-d34368cdbb66,Los Angeles,Hamburgo,Terrestre,2025-03-08,2025-06-09,10.0,"('20.21322', '-100.88023')",100
28e21fd9-a51c-4bab-8733-7146f8fffc78,Shenzhen,CDMX,Terrestre,2025-05-21,2025-06-11,10.0,"('20.28527', '-103.42897')",100
8e8f1012-5e7e-46a8-925c-d9f924589809,Monterrey,Hamburgo,Aéreo,2025-02-05,2025-04-03,20.0,"('17.94979', '-94.91386')",250
9bb82ca1-9e5e-4d5b-8ab0-e3de2c7ee906,Shenzhen,Hamburgo,Aéreo,2025-01-03,2025-01-10,10.0,"('20.74122', '-100.44843')",100
e7f4df90-fc29-4871-9010-f9a7fdc01565,CDMX,Los Angeles,Marítimo,2025-01-11,2025-03-10,5.0,"('22.49396', '-105.36369')",250
b5d9118f-2e2a-4fc0-a81c-b810043267f5,CDMX,Los Angeles,Terrestre,2025-04-26,2025-06-17,5.0,"('25.87972', '-97.50417')",100
e8cf3d82-c1b0-45d6-8126-99fd180d64da,Hamburgo,CDMX,Marítimo,2025-03-06,2025-04-08,20.0,"('20.74122', '-100.44843')",250
96cff149-d78e-40ee-ab35-a5af9029f68a,Monterrey,Los Angeles,Aéreo,2025-01-13,2025-03-25,5.0,"('19.32932', '-98.1664')",500
31b1320d-0906-41b9-9c72-7c7eb953bd00,Monterrey,CDMX,Marítimo,2025-03-07,2025-05-23,10.0,"('21.01858', '-101.2591')",100
c8053a5c-05e9-497b-b938-81ec82153553,CDMX,Shenzhen,Aéreo,2025-01-24,2025-04-04,20.0,"('17.94979', '-94.91386')",500
9ea2fe38-60a8-4baa-bcb4-d3d96c26e3fb,CDMX,Hamburgo,Aéreo,2025-01-15,2025-01-21,20.0,"('19.04222', '-98.11889')",500
389fc261-d931-4bf3-b50e-a25757cc8bbb,Shenzhen,Monterrey,Aéreo,2025-04-17,2025-05-18,5.0,"('17.94979', '-94.91386')",250
a440c1d5-e47e-4a6d-9273-2a2e46566f03,Monterrey,CDMX,Aéreo,2025-03-30,2025-03-30,20.0,"('21.28306', '-89.66123')",250
37fbc41e-d5f9-4397-ba70-9dddac29c79e,Hamburgo,CDMX,Terrestre,2024-12-26,2025-01-27,5.0,"('19.32932', '-98.1664')",500
d883048f-da33-44b7-b480-0607f1f39a12,Shenzhen,CDMX,Terrestre,2025-02-04,2025-04-09,5.0,"('22.49396', '-105.36369')",250
c57181ae-e448-4d29-8177-b273dd4d2324,Hamburgo,CDMX,Marítimo,2025-02-19,2025-03-24,20.0,"('20.21322', '-100.88023')",100
45266997-2926-472d-aa67-cba74e729fc3,Monterrey,CDMX,Terrestre,2025-01-13,2025-05-26,5.0,"('16.75973', '-93.11308')",250
eac9ab2c-5751-4f29-8913-a7b6e0ab5168,Monterrey,CDMX,Terrestre,2025-01-09,2025-03-19,20.0,"('19.04222', '-98.11889')",250
5817bf1c-9484-4bc4-ae7d-eb4f3a512048,CDMX,Shenzhen,Aéreo,2025-03-24,2025-05-29,5.0,"('25.87972', '-97.50417')",500
945d4f66-b190-432b-aab1-534e18f1b607,Shenzhen,Hamburgo,Aéreo,2025-02-15,2025-06-17,10.0,"('20.28527', '-103.42897')",100
a65e7c61-7b10-4adf-bb92-304e18fd4b41,CDMX,Hamburgo,Marítimo,2024-12-29,2025-02-11,20.0,"('19.64745', '-102.04897')",250
4402d079-955e-4824-9f57-601f9913629b,Los Angeles,Shenzhen,Terrestre,2025-03-26,2025-05-27,5.0,"('20.21322', '-100.88023')",250
c8eef70a-2533-46c0-b8bd-473f0bfb6fd1,Monterrey,Shenzhen,Aéreo,2025-05-07,2025-06-01,10.0,"('20.74122', '-100.44843')",100
e25acdbc-970e-4c57-8f57-2b6e6efcdf67,Monterrey,CDMX,Marítimo,2025-01-06,2025-01-17,5.0,"('20.28527', '-103.42897')",250
18a86db9-a4ec-450a-8e67-9ce5ce3b84ca,CDMX,Shenzhen,Aéreo,2025-01-13,2025-03-17,5.0,"('19.8173', '-97.35992')",100
