id_orden,cliente,producto,cantidad,precio_unitario,fecha,destino,estado_pago
1237f0c6-21bb-45c7-93fe-df400ab8e070,Johnston-Gonzalez,Impresora,20.0,1000,2025-04-19,Hamburgo,Pendiente
9e91af2b-6f04-4b07-b568-640a955820cc,Campos LLC,Smartphone,20.0,2000,2025-02-03,Hamburgo,Pendiente
0ef742ec-afee-44f1-9004-f74bbc54a6b4,Mercado Group,Impresora,1.0,500,2025-01-17,Hamburgo,Rechazado
8810cbb6-a51f-435f-bbd6-a8197181c0a1,Buck-Mcgee,Impresora,20.0,1500,2025-01-11,Los Angeles,Pendiente
8b9076fb-29a6-49a4-aa8c-14dfad1f1703,Griffith-Rivera,Tablet,20.0,2000,2025-02-17,CDMX,Pendiente
55c298f5-908a-4687-a548-d082e76634f9,"Lewis, Cole and Salazar",Smartphone,20.0,2000,2025-02-26,Monterrey,Pagado
b522243e-871c-4f2b-abf1-4b28b81d40d0,"Lewis, Cole and Salazar",Laptop,1.0,1000,2025-04-23,Shenzhen,Pendiente
74b05d00-5918-4fc7-9f6c-aec4c88810bf,Gonzalez-Weiss,Tablet,10.0,2000,2025-02-15,Los Angeles,Pendiente
96c3f2cc-66a6-4cde-805c-c564f5068d80,"Taylor, Wright and Horn",Smartphone,1.0,1000,2024-12-30,Shenzhen,Rechazado
bb61ff6e-be16-4f63-8995-36bf83de91ed,Pierce and Sons,Laptop,10.0,500,2025-01-05,Shenzhen,Pagado
efb7643a-fb90-4c87-a8bb-2659cfddf695,"Lewis, Cole and Salazar",Laptop,1.0,500,2025-02-01,Hamburgo,Pendiente
2a9cda8b-4547-4c81-9714-878497a8c729,Morse-Marshall,Tablet,10.0,500,2025-03-07,Monterrey,Pendiente
c941dc99-8ace-4302-95a8-4af5809f7ccf,Griffith-Rivera,Smartphone,5.0,2000,2025-02-15,Shenzhen,Pagado
643a4251-7391-422a-8835-629aeea85e82,Johnston-Gonzalez,Smartphone,1.0,1500,2024-12-31,Shenzhen,Rechazado
f1888b9f-a155-4bd1-94db-603cb0397ab8,"Bentley, Sullivan and Keller",Tablet,1.0,2000,2025-05-06,Shenzhen,Rechazado
7e7938c6-8b1b-4c85-b9fd-40b0fc772486,"Hernandez, Lane and Lewis",Impresora,5.0,1000,2025-01-23,Shenzhen,Pendiente
6126bad2-15fe-4134-be56-a7c7d1d928fa,"Bentley, Sullivan and Keller",Monitor,10.0,2000,2025-05-05,Monterrey,Pendiente
e21a9038-0dae-4b1f-8c1e-02d966e8d772,Buck-Mcgee,Tablet,20.0,500,2025-02-11,CDMX,Rechazado
73d6c6d6-2840-4572-9818-0973052d3c5a,Perez and Sons,Laptop,10.0,500,2025-02-11,Hamburgo,Pagado
c79c1033-b83a-4bb9-9dcd-c52bf47009f7,Wilkins Inc,Impresora,1.0,2000,2025-03-13,Shenzhen,Pendiente
6d5e1f35-e1fe-47bb-b637-5e7901b61fc0,Lopez-Butler,Smartphone,20.0,1500,2025-05-05,Los Angeles,Pendiente
ed93cd9c-7668-426d-84d8-586545466243,"Hernandez, Lane and Lewis",Impresora,20.0,1000,2025-02-14,Shenzhen,Pagado
33e8a9b1-ffb8-4046-983c-d1433f07b377,"Campbell, Ochoa and Price",Monitor,20.0,1000,2025-05-15,Monterrey,Rechazado
16e03d15-e1ca-4bbb-803f-9a2848c67fea,Mercado Group,Laptop,10.0,2000,2025-04-22,Shenzhen,Pagado
b65d7e61-a10f-4fd3-9358-c1f724538abb,Lopez-Butler,Tablet,20.0,2000,2024-12-24,Monterrey,Pendiente
bc3a6272-96ba-4c99-a7c5-604fb4dbea53,Holt-Montgomery,Smartphone,1.0,1000,2025-03-12,CDMX,Rechazado
38694b75-aa4a-4261-9b6f-6a2f138f540e,Rodriguez-Bell,Tablet,20.0,500,2025-05-16,Monterrey,Pendiente
d4aaaf66-f82c-47bf-a1fc-2d3aa479aaa4,"Ward, Smith and Henry",Laptop,20.0,1000,2024-12-27,Monterrey,Rechazado
d4694ceb-2bae-4c19-9a84-15f79013b070,Lopez-Butler,Tablet,20.0,1000,2025-01-26,Shenzhen,Pendiente
c90e56b9-3cdc-416a-9586-023ab04ad941,"Taylor, Wright and Horn",Laptop,10.0,1000,2025-01-21,Monterrey,Pendiente
ce4babe6-aad0-4b80-9731-460b1f67a9f3,Griffith-Rivera,Smartphone,1.0,2000,2025-04-08,Los Angeles,Rechazado
19359d32-1e4e-4a4d-8ca2-c20d727ec0b5,Wilkins Inc,Impresora,5.0,1500,2025-03-17,Los Angeles,Rechazado
1b4a142d-e654-4dae-94ab-283a748e34f9,"Harris, Harris and Vasquez",Impresora,5.0,1000,2025-01-11,CDMX,Rechazado
12d56cd8-4be1-4658-8597-ff83505bab3f,"Campbell, Ochoa and Price",Smartphone,1.0,1000,2025-03-28,CDMX,Pagado
1390e3bf-4be4-48cc-b9fb-291b46a35cfc,Parker-Jimenez,Monitor,10.0,1500,2025-01-31,Monterrey,Rechazado
2ab7b0a8-2b36-48e1-b29e-784ec3d88be5,"Hernandez, Lane and Lewis",Tablet,10.0,1000,2025-06-20,Monterrey,Rechazado
fdebd9a3-0507-4280-bb77-1a3617f74ca3,Wilkins Inc,Monitor,20.0,2000,2025-04-22,Shenzhen,Pendiente
e5c8070f-358d-4fe4-8621-f226eb1d0b7e,Green-Hays,Smartphone,1.0,1000,2025-03-10,Hamburgo,Pagado
77d8fd14-84d3-467e-ac28-7038b3be3473,Rodriguez-Bell,Tablet,10.0,1500,2025-03-23,Los Angeles,Pendiente
22859d32-9b9b-4b04-91e9-10d10314b54d,Pierce and Sons,Impresora,20.0,1500,2024-12-24,Los Angeles,Pendiente
1708713b-2346-4f5e-b5c6-28c1e31239c4,Jackson and Sons,Laptop,10.0,500,2025-03-16,Los Angeles,Pagado
77927204-e5a5-4561-bb28-df7bd14da023,Gonzalez-Weiss,Smartphone,10.0,1500,2025-05-28,Monterrey,Pagado
35717a86-f2da-4d09-9e3a-f9d030f64822,"Anderson, Benson and Duncan",Laptop,5.0,2000,2025-06-17,Shenzhen,Pagado
4dd1e4a7-a47a-498c-8f6e-1407cbf63201,"Hernandez, Lane and Lewis",Tablet,20.0,1500,2025-02-08,Monterrey,Rechazado
2d2ee1a8-18e6-4a77-9e71-fd88a8a24b6e,Green-Hays,Monitor,5.0,1000,2025-02-05,Los Angeles,Pagado
e32b525d-66da-4015-8cb8-67b4864846fd,Macdonald-Brown,Impresora,20.0,2000,2025-04-27,Shenzhen,Rechazado
dc52a166-c0c7-444b-89cd-d9714a6678c5,Green-Hays,Smartphone,20.0,1000,2025-04-10,Shenzhen,Pendiente
cec579ee-9560-4793-9f75-6d79cb67d9cb,Rodriguez-Bell,Monitor,10.0,500,2025-05-09,Monterrey,Pendiente
19f6b3d6-6ac8-43c9-8e9c-39c252bff773,Stout Inc,Impresora,20.0,1500,2025-05-30,Monterrey,Rechazado
301ff3b9-285b-4814-be34-8b553b2801ac,Young LLC,Impresora,1.0,1500,2025-03-07,Shenzhen,Rechazado
f03ac497-c71a-483d-843d-a56df0527963,Patel LLC,Laptop,5.0,1500,2024-12-26,Monterrey,Pendiente
75c447aa-4b0e-4f29-ac00-e180ae411e63,Dougherty Group,Smartphone,1.0,1500,2025-05-17,Los Angeles,Rechazado
baa9b791-b2f7-48d5-955f-799597cbc879,Holt-Montgomery,Impresora,5.0,1500,2025-03-02,Los Angeles,Pendiente
af54ec1c-629f-4d6e-96c0-463bf42a07d1,Alexander-Bowman,Tablet,10.0,500,2025-02-27,Shenzhen,Pendiente
1d0f453f-95bb-4fc3-8a16-3241d1694c80,Morse-Marshall,Laptop,20.0,500,2025-04-15,Shenzhen,Pendiente
6fa6755b-d563-4f42-b9e9-c6680ecdefbc,Fletcher LLC,Laptop,5.0,500,2025-01-03,Hamburgo,Pagado
cd2db66e-4a0d-47ef-93d1-ecee1f8348f5,Morse-Marshall,Impresora,1.0,2000,2025-02-19,Hamburgo,Pendiente
2f09180b-d2cb-42f8-9d4e-e134337adf25,Mercado Group,Smartphone,1.0,1500,2025-03-21,Los Angeles,Pagado
783a8de7-2313-4fc5-9d3c-736c8ca86536,"Bentley, Sullivan and Keller",Monitor,1.0,1500,2025-06-08,Los Angeles,Pendiente
4ddb5d17-e8f4-4a16-863d-d426a440e080,"Copeland, Miller and Shaw",Tablet,20.0,1500,2025-04-29,Los Angeles,Rechazado
7dac000b-e50c-46b5-b7c4-661a0eb6cecb,"Rich, Bradley and Roberts",Impresora,10.0,1000,2025-05-11,Shenzhen,Pagado
ddbf8025-099e-4682-8702-56163357defc,Alexander-Bowman,Tablet,10.0,2000,2025-03-13,Los Angeles,Rechazado
ddecce7b-c9bc-4993-b1ea-884c2f1e718a,Young LLC,Tablet,20.0,500,2025-02-18,CDMX,Pagado
b39eff2c-3d16-4f06-a921-d0c50d1eea41,"Young, Bryant and Rodriguez",Tablet,5.0,1000,2025-03-22,Shenzhen,Pendiente
b9694604-5eca-4d71-8fa3-76ee3c4bf66a,"Ward, Smith and Henry",Impresora,1.0,500,2025-05-08,Los Angeles,Pagado
de865f82-2152-4d36-98ee-316443598668,Wilkins Inc,Laptop,20.0,1500,2025-06-03,CDMX,Pendiente
5a587a08-d26e-4d73-a0c3-c805801fdd25,"Harris, Harris and Vasquez",Monitor,10.0,500,2025-05-31,Monterrey,Pendiente
946953e6-172c-420b-a63d-84d51c0f1c61,Huffman-Hobbs,Laptop,20.0,1500,2025-06-19,Shenzhen,Pendiente
382f3308-d42d-4ca0-9fcd-cc76086976f4,Parker-Jimenez,Tablet,10.0,2000,2024-12-24,CDMX,Pendiente
4b866c50-ed1a-430f-a281-7db89c7bd2c8,Holt-Montgomery,Tablet,20.0,2000,2025-05-01,CDMX,Pendiente
2ce57297-a41d-4b2c-9dc2-dc17537d2453,"Bentley, Sullivan and Keller",Impresora,10.0,2000,2025-04-30,Los Angeles,Pendiente
112c6068-7aea-4980-a377-5fce2252682b,Mercado Group,Laptop,20.0,500,2025-04-10,Los Angeles,Pendiente
dbfc1f36-19d9-4c69-8f46-fa5ad4e0d34e,"Hernandez, Lane and Lewis",Smartphone,10.0,500,2025-02-22,CDMX,Pagado
cfbc27fe-6e82-4ee4-8394-11bca3340f44,Jones and Sons,Monitor,5.0,1500,2025-04-06,CDMX,Pagado
846b98ce-9c23-4ded-a94e-a8c0b9df19e5,"Copeland, Miller and Shaw",Tablet,1.0,500,2025-04-30,Monterrey,Pagado
e14437ea-7f71-4c71-abfb-a248ee6152cb,Bryant-Wilson,Laptop,10.0,500,2025-02-16,Monterrey,Pagado
5dbcf0e1-6420-49e3-a821-b16698bffee8,Dawson LLC,Laptop,20.0,500,2024-12-25,Los Angeles,Pagado
b1693ba7-0085-481f-bbcd-58d2bd61c8a1,Johnston-Gonzalez,Laptop,5.0,500,2024-12-23,Shenzhen,Pagado
034fb95e-9852-4fa4-840c-2f0065137ded,Parker-Jimenez,Impresora,10.0,1000,2025-02-14,Shenzhen,Rechazado
ffdd928e-94b9-4a16-ade9-a0e30c8ed3af,"Copeland, Miller and Shaw",Tablet,1.0,2000,2025-03-13,Los Angeles,Rechazado
322271df-7ccd-42a9-83bd-0ceac9094ee5,"Young, Bryant and Rodriguez",Monitor,10.0,2000,2025-03-04,Shenzhen,Rechazado
e3061918-f546-4205-8f52-794b4634c8bb,Macdonald-Brown,Smartphone,20.0,1000,2025-02-18,Monterrey,Pendiente
ebe32c3a-b065-44eb-a520-8c0ec0f629d8,Prince-Moses,Monitor,5.0,1500,2025-05-13,CDMX,Rechazado
01515eed-80d2-460a-9578-e2fda560ce55,Schroeder Inc,Monitor,5.0,2000,2025-01-07,Los Angeles,Pagado
6408172b-5cf3-4f90-ac5c-eb8fdbeff2a6,Morse-Marshall,Laptop,1.0,2000,2025-01-24,Hamburgo,Pendiente
ee5f3281-1af6-44b0-9424-2014aff15fd5,Braun-Garcia,Tablet,5.0,1000,2024-12-30,Monterrey,Rechazado
560f7f44-ca49-4b86-aba5-196afcc58369,Schroeder Inc,Impresora,20.0,1000,2025-01-16,Hamburgo,Pendiente
813fbee6-0ba9-49bb-8fbe-f31da6c20c75,Fletcher LLC,Smartphone,20.0,1500,2024-12-27,Hamburgo,Pagado
07aef1a2-f36a-4c19-965e-01a988c78794,"Anderson, Benson and Duncan",Monitor,20.0,2000,2025-03-17,CDMX,Rechazado
c985ac5e-c922-4d5a-b4af-3874251e2437,Campos LLC,Laptop,20.0,1500,2025-02-04,Monterrey,Rechazado
b7da9870-b3d5-4f2d-b114-d468772e1bd2,"Rich, Bradley and Roberts",Impresora,1.0,1500,2025-03-31,Los Angeles,Pendiente
cec59065-1b97-426e-aa7f-2c46fb186165,"Taylor, Wright and Horn",Smartphone,20.0,500,2025-02-26,CDMX,Rechazado
3b8076e8-434b-4774-adcd-1ff8f81cdbf4,"Mitchell, Hunter and Rodriguez",Laptop,10.0,500,2025-05-21,Los Angeles,Pagado
e9d5462a-bff0-451e-bffa-c5c5025e6d0a,Ibarra-Brown,Laptop,20.0,2000,2025-06-21,Monterrey,Pendiente
f62e2e61-17d1-4a67-9b6a-d3dc142eab3a,Mercado Group,Impresora,5.0,500,2025-04-27,Hamburgo,Rechazado
d8b9a5dc-aac3-447e-8ab8-96e39547ec07,"Harris, Harris and Vasquez",Smartphone,10.0,1000,2025-02-27,Shenzhen,Rechazado
04b938cd-6dd7-42c8-bf58-8fbf6d3c0cae,"Young, Bryant and Rodriguez",Smartphone,1.0,2000,2025-02-20,Shenzhen,Rechazado
2f4ae171-36e3-447a-a17e-f0acd4135fc8,Green-Nelson,Tablet,1.0,1000,2025-03-03,Hamburgo,Pagado
2da6955c-dd0f-46b8-90ae-e80513b83c9a,Mercado Group,Tablet,1.0,1000,2025-06-21,Los Angeles,Pagado
2f355148-4889-40fd-aa6a-7065553f41af,Young LLC,Tablet,20.0,1500,2025-06-14,Los Angeles,Pagado
348d8fa2-7514-4fc3-813f-3cbf8e9401b3,"Taylor, Wright and Horn",Smartphone,10.0,1000,2025-06-18,CDMX,Pagado
3fac768c-6312-41bb-8560-efccbb16d815,"Mitchell, Hunter and Rodriguez",Laptop,10.0,1500,2025-05-01,Monterrey,Pagado
17335114-80ef-42f5-b598-ee7b37e0cb76,"Young, Bryant and Rodriguez",Laptop,1.0,2000,2025-01-19,CDMX,Pendiente
650d098d-fcb6-4798-b89f-ff1a416ce5c9,Alexander-Bowman,Smartphone,20.0,1000,2025-04-17,Monterrey,Pendiente
ff21e277-9138-4507-a405-314d1c762f11,Alexander-Bowman,Laptop,1.0,2000,2025-05-09,Shenzhen,Pendiente
204351ac-1bf9-4dab-a0b6-f90c954a3cdb,"Anderson, Benson and Duncan",Impresora,20.0,2000,2025-01-24,Shenzhen,Pendiente
b68ee621-f6db-4099-a4a9-db711d59b0fe,Green-Hays,Monitor,10.0,1500,2025-05-14,Hamburgo,Rechazado
bda5d8b4-7500-4d30-8251-8338c410c483,Perez and Sons,Tablet,5.0,500,2025-06-22,Shenzhen,Pendiente
120f975c-e936-4e65-b5b7-5bc2fb9167c7,Buck-Mcgee,Impresora,20.0,2000,2024-12-29,Hamburgo,Pagado
9dee35ad-3654-4729-8437-ca4608d6528b,Dawson LLC,Laptop,1.0,1500,2025-06-05,Los Angeles,Pendiente
b9fbe0ae-5d48-4a89-87b4-e54e53c8350d,Jackson and Sons,Tablet,1.0,2000,2025-03-25,Los Angeles,Pagado
42ad3b17-634d-4e91-8ef4-6996aee9b209,"Young, Bryant and Rodriguez",Tablet,5.0,2000,2025-04-15,CDMX,Pagado
c3d1be7d-8938-4dba-848e-4943005fcbed,Macdonald-Brown,Monitor,1.0,2000,2025-01-19,Los Angeles,Pagado
92862aed-7fb9-4c90-80ec-38d0270913db,"Ward, Smith and Henry",Laptop,1.0,2000,2025-06-23,Hamburgo,Pendiente
df9d355a-1dbe-4492-82e0-52dcf87901bc,Griffith-Rivera,Tablet,10.0,1500,2025-05-08,Shenzhen,Pagado
bd6da04c-4a38-4a4a-80dc-6a45497c088e,Jones and Sons,Smartphone,20.0,1500,2025-01-23,CDMX,Pagado
d0ddcac5-d427-4291-bc87-6c58420dfb9b,Buck-Mcgee,Monitor,5.0,1500,2025-04-26,Hamburgo,Pagado
a95450f5-1aed-4f6a-a60d-2f90c3c3870a,Green-Hays,Smartphone,1.0,500,2025-04-04,CDMX,Pendiente
e1e68368-aacc-4c22-a5d1-b0ba07d01973,"Bentley, Sullivan and Keller",Laptop,10.0,2000,2024-12-26,Hamburgo,Pagado
4319b529-e69a-49b9-b8fe-e2948653e9d0,Jones and Sons,Monitor,10.0,1500,2025-01-21,Shenzhen,Pendiente
4e9b1148-4408-4a51-b792-19f4f4338b27,Pierce and Sons,Impresora,5.0,1500,2025-01-26,Monterrey,Pendiente
12d5e1b2-5198-413b-bc71-c65a9cabcddf,Campos LLC,Laptop,10.0,500,2025-02-17,Monterrey,Pagado
af0f9cc4-0ac6-4fe2-b45b-230843ccd89b,Perez and Sons,Monitor,20.0,1000,2025-03-05,CDMX,Pagado
88a09039-e971-48b1-9004-7a0fd686639e,Rodriguez-Bell,Smartphone,5.0,2000,2025-04-07,Los Angeles,Pagado
e6c24f61-30eb-4cfe-8868-10f69103e9af,Johnston-Gonzalez,Impresora,1.0,2000,2025-04-22,Monterrey,Pendiente
25144a10-8a85-4ef3-9517-29b776046e7b,Morse-Marshall,Laptop,5.0,1500,2025-01-01,Shenzhen,Pendiente
829c275b-ba25-4c40-82fe-3ea6c35804cc,White PLC,Laptop,1.0,500,2025-06-03,Hamburgo,Pagado
7f2ba6cb-6109-47f6-ae2d-298137e314d5,Griffith-Rivera,Impresora,1.0,2000,2025-02-01,Los Angeles,Rechazado
dadada76-2077-4338-8433-590dcc4b1ad9,"Ward, Smith and Henry",Monitor,10.0,1500,2025-05-31,Los Angeles,Rechazado
f82af15e-8831-4d62-9e6e-7a4961818cca,Mercado Group,Tablet,5.0,2000,2025-06-05,CDMX,Rechazado
231d1f7c-241f-461c-8b77-7512c274784a,Jackson and Sons,Impresora,5.0,2000,2025-01-14,CDMX,Pendiente
65f8122e-0f15-4b05-9f68-b8269c5d8f91,Buck-Mcgee,Tablet,1.0,2000,2025-01-18,Shenzhen,Pagado
d47e461e-bef3-41ad-8cbc-10c9cc31ac27,"Taylor, Wright and Horn",Laptop,5.0,1000,2025-05-31,Shenzhen,Pendiente
03e486ee-e5fe-4392-bf74-88f12bb18659,Perez and Sons,Monitor,1.0,500,2025-04-18,Los Angeles,Pendiente
8729753a-debc-4d4c-be66-7e51ce709c86,"Copeland, Miller and Shaw",Impresora,10.0,2000,2025-04-12,Shenzhen,Rechazado
51c91f8c-abb8-46db-8282-6fdca357b3be,Morse-Marshall,Monitor,1.0,2000,2025-05-18,CDMX,Pendiente
1e322f5f-e619-4800-8bae-57e40c64facd,Perez and Sons,Smartphone,1.0,2000,2025-01-11,CDMX,Pendiente
d04b3606-846a-442d-a31c-bc6d18a8525a,Lopez-Butler,Smartphone,5.0,500,2024-12-30,Los Angeles,Rechazado
b41ce51d-35f4-4851-ac1d-7262a24910c6,"Campbell, Ochoa and Price",Laptop,1.0,1500,2025-02-13,Hamburgo,Pendiente
c227395b-eec2-4ac0-98e8-d25f471ee516,Stout Inc,Tablet,5.0,2000,2025-05-02,CDMX,Rechazado
90111c37-1197-4193-8063-1aa1952568d5,"Harris, Harris and Vasquez",Laptop,1.0,1000,2025-06-07,Los Angeles,Pendiente
c7355423-a0b1-4cbc-b5d9-91f40a021d83,"Bentley, Sullivan and Keller",Impresora,5.0,2000,2025-01-11,Los Angeles,Pendiente
773aa880-017d-496d-95dc-d3ec3ad3c906,Ibarra-Brown,Monitor,10.0,1000,2024-12-31,Hamburgo,Pagado
d01ab1d3-3c48-4fbc-b3fe-7511b3ca08c0,Perez and Sons,Impresora,10.0,2000,2025-04-03,Hamburgo,Pagado
2d42a8e3-ff62-48b6-80a1-0703cea6b509,Lopez-Butler,Impresora,1.0,1500,2025-01-26,Hamburgo,Pendiente
8d628752-55a7-4711-8526-875a6547b080,Campos LLC,Impresora,20.0,500,2025-05-28,CDMX,Pagado
f8edf224-8286-45ba-b745-fe98ea171813,Mercado Group,Impresora,1.0,2000,2025-04-02,Hamburgo,Pagado
37969e94-bac5-474d-aeb1-98318434a859,Campos LLC,Laptop,5.0,500,2025-04-25,Monterrey,Pagado
a4f48d1e-4ee7-4fe9-bfd5-b3933e1a2478,Green-Hays,Laptop,5.0,1000,2025-01-10,Shenzhen,Pendiente
7ff6b5a1-1b9f-4fdb-9179-14eeba6c2e1d,"Copeland, Miller and Shaw",Monitor,10.0,500,2025-01-04,Los Angeles,Pagado
0658c0ff-2be5-4dfa-8242-d0092ab19d24,Griffith-Rivera,Laptop,5.0,500,2025-06-08,Shenzhen,Pagado
b436ae2b-8986-4211-8563-df991413250a,Martinez-Le,Tablet,20.0,2000,2025-03-10,CDMX,Pendiente
5cb6e60e-1ec4-412e-88a9-9569f6d6ecb5,Jones and Sons,Smartphone,10.0,500,2025-04-17,CDMX,Pagado
6a988cdf-69a9-46bc-a348-af2677250d99,"Anderson, Benson and Duncan",Tablet,20.0,2000,2025-02-15,Shenzhen,Pagado
1923c2f3-7f3a-4c2e-ae90-4fdfcb232806,"Lewis, Cole and Salazar",Laptop,10.0,500,2025-06-11,Los Angeles,Rechazado
fd4cf858-4cf8-4df0-90a2-735499cd4795,Morse-Marshall,Impresora,10.0,1000,2025-06-08,Los Angeles,Rechazado
71bd07ac-73b9-419f-a837-8013bce72a0e,Taylor Inc,Tablet,5.0,500,2025-04-08,Los Angeles,Pagado
d7222878-4c7a-48d0-81fd-6f9e89c816d4,Campos LLC,Impresora,5.0,2000,2025-06-13,Hamburgo,Rechazado
476233d4-d07b-4119-ae24-4fd53bde4f2b,"Campbell, Ochoa and Price",Tablet,10.0,1000,2025-02-21,Los Angeles,Rechazado
0b94afd2-ed90-449f-989f-d44b2e8b5d88,Pierce and Sons,Tablet,20.0,1000,2025-03-05,Hamburgo,Rechazado
5ca8acab-26d1-482e-a770-a1b3fb3330e1,Wilkins Inc,Impresora,10.0,500,2025-03-18,Monterrey,Pendiente
a168e428-5f91-468f-bea9-1b4917c5ecb5,Taylor Inc,Tablet,5.0,1000,2025-01-15,Monterrey,Rechazado
8cfe2dc9-c4a0-4b2f-a58d-085fd1cb1bc3,"Rich, Bradley and Roberts",Laptop,10.0,1000,2025-04-30,Monterrey,Rechazado
65295dcc-b21b-49a6-9f54-7f1ed0ea9366,Braun-Garcia,Monitor,20.0,1500,2024-12-29,Shenzhen,Pendiente
5b0e34b1-9ff8-400b-9e78-9bf7789efef4,Prince-Moses,Impresora,1.0,1000,2024-12-26,CDMX,Rechazado
2b09ac50-5d64-42de-ba5d-1ac367499929,White PLC,Tablet,1.0,1000,2025-04-04,Los Angeles,Pagado
82d3d605-3d1d-44ae-a959-188eafdeac5d,Prince-Moses,Smartphone,10.0,1500,2024-12-31,Shenzhen,Pendiente
b54db50b-b20e-4b32-b37d-55033d8d29ad,Patel LLC,Laptop,5.0,1500,2025-02-17,Hamburgo,Pagado
33a82ccc-84b3-4415-a394-c43c51ddb1aa,Braun-Garcia,Tablet,5.0,1000,2025-04-01,Shenzhen,Rechazado
5ed47009-5154-4cbc-b2d1-8bf4381d258e,Green-Nelson,Impresora,10.0,500,2025-03-08,Shenzhen,Pagado
c8b8d452-72f7-406a-9224-d3dd7922d155,Jones and Sons,Tablet,20.0,2000,2025-03-30,Monterrey,Pendiente
9d1eac7e-2580-43e0-95ab-792c64f4c1b5,Mercado Group,Smartphone,5.0,2000,2024-12-24,Shenzhen,Rechazado
1b75aabe-2d7f-4966-880e-cd9f108bb153,Schroeder Inc,Laptop,1.0,1500,2024-12-28,Shenzhen,Rechazado
8791b22e-aea5-41ee-9f31-63024571aafd,Braun-Garcia,Smartphone,5.0,1000,2025-04-03,Los Angeles,Pagado
8cf3e59a-e0b2-4ce2-91e8-24797e65ce21,Griffith-Rivera,Impresora,10.0,1000,2025-05-22,Monterrey,Pendiente
6dc148a6-e7e2-4c93-8586-f34823d9ea1a,Mercado Group,Monitor,5.0,500,2025-04-05,CDMX,Rechazado
